作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	東京都	住所２	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0023	0008	完了	東京都	千代田区	キッチンジロー 外神田店	101-0021	東京都千代田区外神田3-12-2		35.699992	139.770469	"https://www.google.co.jp/maps/@35.6999955,139.7703986,3a,58.3y,85.61h,97.81t/data=!3m6!1e1!3m4!1sZ_0p2n7TqbKsPJnVTyYDpA!2e0!7i13312!8i6656"					03-3251-8364	AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第10話の伝木凱タモツと万世架まとめのデートで、まとめが「おすすめアキバグルメ」と言ってタモツを連れて来た定食屋。デート3件目。<br />メンチカツとチキン南蛮の二点盛りで、ご飯大盛りを頼んでいました。	http://www.kitchenjiro.co.jp/map/sotokanda.html			チヨダク	ア	13	17	2	
0023	0042	完了	東京都	千代田区	ソフマップ 秋葉原リユーズ総合館	101-0021	東京都千代田区外神田3-13-8		35.700779	139.771085	"https://www.google.co.jp/maps/@35.7008407,139.7710575,3a,41.5y,163.93h,95t/data=!3m6!1e1!3m4!1sCYW6vUop3JWZdBhtL3WF_Q!2e0!7i13312!8i6656"						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第6話で、自作PCパーツを買っていた伝木凱タモツがかげさん（面影三太）が、街で見かけたパーツハンターのジャッカルを尾行し、ジャッカルが隠したお買い得パーツを横取りしていた店。<br />※2017年に閉店・再編され、「パソコン総合館」としてリニューアルされました。				チヨダク	ア	13	17	2	
0023	0035	完了	東京都	千代田区	中央通りと神田明神通りの交差点	101-0021	東京都千代田区外神田4-1		35.699651	139.771367	"https://www.google.co.jp/maps/@35.6994792,139.7714202,3a,58.1y,38.57h,113.35t/data=!3m6!1e1!3m4!1s388-SYcflzN8aYvBqfafzA!2e0!7i13312!8i6656"						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第4話で、幻の第2東京タワー（秋葉原タワー）が出現していた交差点で、背景にソフマップ秋葉原本館（2017/6にビックカメラAKIBAにリニューアル）などが描かれていました。				チヨダク	ア	13	17	2	
0023	0061	完了	東京都	千代田区	中央通り（ドン・キホーテ 秋葉原店前）	101-0021	東京都千代田区外神田4-3		35.700936	139.771522	"https://www.google.com/maps/@35.7010368,139.7714437,3a,49.9y,185.83h,109.72t/data=!3m6!1e1!3m4!1s_fK1PmNYnY5dKH3LDaUEFA!2e0!7i13312!8i6656"						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第6話のテレビ番組「経営スペシャル アースの目覚め」シーンで、モフマップ社長ローリーバーバラが経営戦略を語っていた場所。				チヨダク	ア	13	17	2	
0023	0050	完了	東京都	千代田区	とらのあな 秋葉原店A	101-0021	東京都千代田区外神田4-3-1		35.700427	139.771717	-						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第6話の伝木凱タモツとぴゅう子改2のデートで、タモツがぴゅう子改2を連れてくるも、成人向け同人誌フロアの商品を見て「ここはぴゅう子にはまだ早い」と引き返していました。				チヨダク	ア	13	17	2	
0023	0044	完了	東京都	千代田区	とらのあな 秋葉原店B	101-0021	東京都千代田区外神田4-3-1		35.700335	139.771693	"https://www.google.co.jp/maps/@35.70029,139.7715446,3a,15y,69.08h,88.65t/data=!3m6!1e1!3m4!1s1Z1Wte0Rht8J-RltK1MwGg!2e0!7i13312!8i6656"				5		AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第11話で、Hな同人誌を買って店前で開くも、「電気マヨネーズと愉快な仲間たち」のカードを残して自由帳に変えられていた店。<br />ビル外観や、売り場、路地側の出入口付近が描かれていました。				チヨダク	ア	13	17	2	
0023	0033	完了	東京都	千代田区	秋葉原SILビル	101-0021	東京都千代田区外神田4-4		35.701310	139.771808	"https://www.google.co.jp/maps/@35.7014194,139.7714971,3a,59.1y,112.74h,119.87t/data=!3m6!1e1!3m4!1sNw7Ox8yrP-M5o1g614qQWw!2e0!7i16384!8i8192"						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第2話から、破繰者（バグリモノ）になってしまい、秋葉原から出られなくなった伝木凱タモツが下宿することになったビル。				チヨダク	ア	13	17	2	
0023	0009	完了	東京都	千代田区	めいどりーみん 秋葉原 アイドル通り店	101-0021	東京都千代田区外神田4-4-2	共益外神田第一ビル4F	35.701231	139.771843	-					03-6206-8180	AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第2話で、自警団「電気マヨネーズと愉快な仲間たち」を結成した伝木凱タモツ、万世架まとめ、有紗・アホカイネンの3人が今後のことを話し合っていたメイドカフェ。<br />第3話では、タモツがかげさん（面影三太）から「イヤホン変えるだけでも大分音変わるよ」とカナル型のイヤホンを教えてもらっていました。	https://maidreamin.com/shop/detail.html?id=3			チヨダク	ア	13	17	2	
0023	0010	完了	東京都	千代田区	カールスジュニア秋葉原レストラン	101-0021	東京都千代田区外神田4-4-3		35.701272	139.771790	"https://www.google.co.jp/maps/@35.7012011,139.7715988,3a,15y,53.25h,90.87t/data=!3m6!1e1!3m4!1sxqcBhTWgdtzRBeh-T46JnA!2e0!7i13312!8i6656"				5	03-3525-4690	AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第3話で、パトロールの約束をすっぽかし、アキバ系アイドル・汐田伊緒に夢中な伝木凱タモツに怒った万世架まとめが、ハンバーガーをバカ食いしていた店。<br />第11話では、アキバフェスのスタッフをしていたタモツとかげさん（面影三太）が、休憩中に食事をしていたのも、この店でした。	http://www.carlsjr.jp/location/akihabara.html			チヨダク	ア	13	17	2	
0023	0039	完了	東京都	千代田区	じゃんぱら 秋葉原2号店	101-0021	東京都千代田区外神田4-4-7		35.701180	139.772135	"https://www.google.co.jp/maps/@35.7011855,139.7721981,3a,41.7y,263.04h,96.6t/data=!3m6!1e1!3m4!1sK9GxC9JKV6lgf1KXl6G2-w!2e0!7i13312!8i6656"						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第6話で、伝木凱タモツがかげさん（面影三太）と自作PCパーツを買っていた店。				チヨダク	ア	13	17	2	
0023	0021	完了	東京都	千代田区	eイヤホン 秋葉原店	101-0021	東京都千代田区外神田4-6-7	カンダエイトビル	35.701935	139.772192	"https://www.google.co.jp/maps/@35.7018585,139.7722752,3a,24y,308.73h,93.03t/data=!3m6!1e1!3m4!1s_1fc-vg1RmmNEKtW6NaDjg!2e0!7i13312!8i6656"				4.5		AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第3話で、かげさん（面影三太）からイヤホンの良さを教えてもらった伝木凱タモツがイヤホンを買いに訪れ、30万円のイヤースピーカーを購入していた店。<br />作中では、店名がOPを歌うイヤホンズに寄せて「G★イヤホンズ」になっていました。				チヨダク	ア	13	17	2	
0023	0040	完了	東京都	千代田区	アキバ田代通り	101-0021	東京都千代田区外神田4-14		35.701160	139.772274	"https://www.google.co.jp/maps/@35.7011637,139.7722027,3a,39.7y,94.39h,75.23t/data=!3m6!1e1!3m4!1sFuU0JaDiYc8OzDxGYJ8iFw!2e0!7i16384!8i8192"						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第6話で、自作PCパーツを買ってじゃんぱら 秋葉原2号店から出てきた伝木凱タモツとかげさん（面影三太）が見かけた、パーツハンターのジャッカルが歩いていた場所。				チヨダク	ア	13	17	2	
0023	0011	完了	東京都	千代田区	秋葉原UDX	101-0021	東京都千代田区外神田4-14-1		35.699976	139.772603	"https://www.google.co.jp/maps/@35.6995694,139.7726194,3a,80y,346.04h,132.39t/data=!3m6!1e1!3m4!1s24-JMJkHy8V7guEERf8wzg!2e0!7i13312!8i6656"				1.5		AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第1話で、伝木凱タモツと伝木凱にわかが万世架まとめと破繰者（バグリモノ）たちとの戦いを目撃したシーンから、2人が芳林公園のベンチでケバブを食べているシーンの場面転換カットで、ぺディストリアンデッキ下から見上げる構図でビルが描かれており、各話冒頭の振り返りシーンでも、同じカットが使われていました。<br />第3話では、音響機器を買い込んでカードの高額請求が来てしまったタモツが、窓清掃のアルバイトをしていたのも、このビルでした。<br />第11話、第13話では、「大アキバフェス開催」の巨大垂れ幕が掲げられていました。<br />第11話では、アキバフェスで盛り上がる中、清井しぐさ特別風紀大臣によるアキバフェス中止会見が2階の秋葉原UDXビジョンに映し出されていました。<br />また、各話エンディング冒頭で、秋葉原UDXビジョンに映し出されるという形で、曲を歌うアーティストが紹介されていました。				チヨダク	ア	13	17	2	
0023	0049	完了	東京都	千代田区	秋葉原UDX　UDXアキバ広場	101-0021	東京都千代田区外神田4-14-1		35.700991	139.772391	"https://www.google.co.jp/maps/@35.701054,139.772396,2a,40y,180.51h,77.11t/data=!3m6!1e1!3m4!1scCN8TvtD__hz6KNW3Q1BeA!2e0!7i13312!8i6656"						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第6話の伝木凱タモツとぴゅう子改2のデートシーンのカットで、水盤を挟んで立つ2人の姿が描かれていました。				チヨダク	ア	13	17	2	
0023	0028	完了	東京都	千代田区	ぺディストリアンデッキ	101-0021	東京都千代田区外神田4-18		35.699521	139.772518	-						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第3話で、アイドルにスカウトされた有紗・アホカイネンが、フランクフルトを食べる姿を撮影されていた場所。				チヨダク	ア	13	17	2	
0023	0043	完了	東京都	千代田区	秋葉原公園	101-0025	東京都千代田区神田佐久間町1-18		35.697784	139.774949	"https://www.google.co.jp/maps/@35.6975521,139.7750609,3a,42y,345.42h,92.91t/data=!3m6!1e1!3m4!1sIUruowAjG-Jgog4KNoxrOA!2e0!7i13312!8i6656"						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第11話で、「撮り鉄仲間のみんな、撮影に邪魔な木は切っておいたぞ。感謝しろよな。～電気マヨネーズと愉快な仲間たち」というメッセージカードを残して木が切られていた公園。				チヨダク	ア	13	17	2	
0023	0025	完了	東京都	千代田区	私設図書館シャッツキステ	101-0021	東京都千代田区外神田6-5-11		35.703126	139.770210	"https://www.google.co.jp/maps/@35.703028,139.7702626,3a,16.2y,333.02h,87.24t/data=!3m6!1e1!3m4!1s5gM6YmfUYBo_Ez5pz9tJeA!2e0!7i16384!8i8192"				5		AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第3話で、アイドルにスカウトされた万世架まとめ、有紗・アホカイネン、伝木凱にわかの3人が、グレートエンペラーレコード代表の紅影千房から話を聞いていた店。<br />第9話で、伝木凱タモツがかげさん（面影三太）とカードゲームの話をしていて、中央通り自警団がサークルクラッシャーによって解散の危機を迎えている現場を目撃していたのも、この店でした。<br />第10話冒頭では、タモツが中学時代の友人に彼女を紹介されてショックを受けていました。				チヨダク	ア	13	17	2	
0023	0046	完了	東京都	千代田区	AKB48 CAFE & SHOP AKIHABARA	101-0028	東京都千代田区神田花岡町1-1		35.698941	139.772929	-						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第12話で、万世架うらめの蹴りでふっとばされた万世架まとめが突っ込んでいた店で、店内でトドメを刺されそうになっていたところを、普通の人間になった伝木凱タモツに助けられていました。<br />第6話のエンディングでも店舗正面が描かれていました。				チヨダク	ア	13	17	2	
0023	0023	完了	東京都	千代田区	ラジオガァデン 前	101-0041	東京都千代田区神田須田町1-25		35.696755	139.770624	"https://www.google.co.jp/maps/@35.6968357,139.7707764,3a,40y,276.12h,83.81t/data=!3m6!1e1!3m4!1s8508hXeMjlMfKn57cqFoxA!2e0!7i16384!8i8192"						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第2話冒頭で、万世架まとめから破繰者（バグリモノ）や能力についての説明を聞いて逃げ出した伝木凱タモツが、結界に衝突して、自分が破繰者になり、秋葉原から出られなくなったことを実感していた場所。<br />第12話で、普通の人間に戻ってしまったタモツが、結界の外に出られるのか確認していたのも、この場所でした。				チヨダク	ア	13	17	2	
0023	0054	完了	東京都	千代田区	JR神田万世橋ビル	101-0041	東京都千代田区神田須田町1-25		35.696870	139.770028	"https://www.google.com/maps/@35.6964566,139.7706286,3a,70y,328.87h,122.47t/data=!3m6!1e1!3m4!1sPPBIobpt5zMXP-lAd6LTbQ!2e0!7i16384!8i8192"						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第6話の伝木凱タモツとぴゅう子改2のデートシーンで、タモツがぴゅう子改2を連れてきた場所で、かつて交通博物館だったころを思い出して懐かしんでいました。<br />※交通博物館は2006年5月14日に閉館。				チヨダク	ア	13	17	2	
0023	0058	完了	東京都	千代田区	マーチエキュート神田万世橋（旧万世橋駅遺構）	101-0041	東京都千代田区神田須田町1-25		35.697077	139.770627	"https://www.google.co.jp/maps/@35.697158,139.7709056,3a,30y,267.42h,90.97t/data=!3m6!1e1!3m4!1siMrvG9df-sGdHS9jrnVMtA!2e0!7i16384!8i8192"						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第13話で、伝木凱タモツと万世架まとめが侵入したメトロチカのアジトへ通づる入口がある施設。				チヨダク	ア	13	17	2	
0023	0019	完了	東京都	千代田区	肉の万世 秋葉原本店	101-0041	東京都千代田区神田須田町2-21		35.696656	139.771118	"https://www.google.co.jp/maps/@35.6972889,139.7709569,3a,32y,177.5h,106.47t/data=!3m6!1e1!3m4!1sirOwzCxW9zOYJLjec8SXYQ!2e0!7i13312!8i6656"						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第2話冒頭で、万世架まとめが破繰者（バグリモノ）や能力についての説明をしている中、伝木凱タモツが「そこでカツサンド買ってきていい？」と指差していたビル。				チヨダク	ア	13	17	2	
0023	0024	完了	東京都	新宿区	Hanazono Room	160-0022	東京都新宿区新宿1-19-10		35.689677	139.713009	-						AKIBA'S TRIP -THE ANIMATION-	アキバズトリップジアニメーション	第3話で、万世架まとめ、有紗・アホカイネン、伝木凱にわかの3人が、破繰者（バグリモノ）にアイドル活動だと言って騙されてHなビデオを撮影されそうになっていたプール。<br />実際にはプールの一辺にわずかな空間があるのみで、作中に描かれていたような戦闘が行えるようなプールサイドはありません。				シンジュクク	ア	13	11	2	
