作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
0008	0059	完了	神奈川県	横浜市	山下臨港線プロムナード	231-0002	神奈川県横浜市中区海岸通		35.450786	139.642667	"https://www.google.co.jp/maps/@35.450581,139.643071,3a,75y,302.23h,86.34t/data=!3m5!1e1!3m3!1sGO5eGTZlGObuMx94EBYGmA!2e0!3e5?hl=ja"	15.0					THE iDOLM@STER	アイドルマスター	第8話の遠景カットで登場。				ヨコハマシ	ア	14	1	2		
0008	0060	完了	神奈川県	横浜市	横浜港大さん橋国際客船ターミナル	231-0002	神奈川県横浜市中区海岸通1		35.451756	139.647763	"https://www.google.co.jp/maps/@35.451995,139.647561,3a,75y,56.59h,88t/data=!3m5!1e1!3m3!1sL0BUyXyrsnjB7pyiBILMZQ!2e0!3e5?hl=ja"	13.0					THE iDOLM@STER	アイドルマスター	第24話でついに仕事を休むまでになってしまった天海春香を心配する星井美希の撮影休憩中のカットで登場。				ヨコハマシ	ア	14	1	2		
0008	0061	完了	神奈川県	横浜市	横断歩道	231-0062	神奈川県横浜市中区桜木町1		35.452036	139.632351	"https://www.google.co.jp/maps/@35.452086,139.632448,3a,75y,163.95h,88.17t/data=!3m4!1e1!3m2!1sZUQG68UHqueE9W8Q7FZ27w!2e0?hl=ja"	16.0					THE iDOLM@STER	アイドルマスター	第8話で三浦あずさに道を尋ねたおばあさんが車に轢かれそうになっていた横断歩道。南方面を向き、横浜フコク生命ビルや、桜木町ANビルなどを望む形で描かれています。				ヨコハマシ	ア	14	1	2		
0008	0062	完了	神奈川県	横浜市	タクシーのりば	231-0062	神奈川県横浜市中区桜木町1		35.451668	139.631809	"https://www.google.co.jp/maps/@35.451172,139.631878,3a,75y,334.74h,92.57t/data=!3m4!1e1!3m2!1sC6Kdwlp4EL6Dc9RwfdX8hA!2e0?hl=ja"	16.0					THE iDOLM@STER	アイドルマスター	第8話で結婚雑誌のモデルでウェディングドレスを着た三浦あずさが、黒服たちに間違って誘拐され、誤解が解けて解放されたものの帰り道がわからずに彷徨い、タクシーで帰ることを思いついた場所。				ヨコハマシ	ア	14	1	2		
0008	0063	完了	神奈川県	横浜市	JR 桜木町駅前	231-0062	神奈川県横浜市中区桜木町1-1		35.45126	139.63164	"https://www.google.co.jp/maps/@35.4513002,139.6318739,3a,75y,244.24h,95.63t/data=!3m4!1e1!3m2!1sssubprDJt2bnf18kebe89A!2e0?hl=ja"	16.0					THE iDOLM@STER	アイドルマスター	第8話で結婚雑誌のモデルでウェディングドレスを着た三浦あずさが、黒服たちに間違って誘拐され、誤解が解けて解放されたものの、帰り道がわからず彷徨していた場所。				ヨコハマシ	ア	14	1	2		
0008	0064	完了	神奈川県	横浜市	横浜中華街 善隣門	231-0862	神奈川県横浜市中区山下町		35.443072	139.644105	"https://www.google.co.jp/maps/@35.4429972,139.6439661,3a,75y,50.18h,104.37t/data=!3m4!1e1!3m2!1sFOzdvh81ihX6NxrnzoU5Vw!2e0?hl=ja"	16.0					THE iDOLM@STER	アイドルマスター	第8話で菊池真が起こした騒ぎで、何かイベントをやっていると勘違いした群衆が動き出すシーンで描かれていました。				ヨコハマシ	ア	14	1	2		
0008	0065	完了	神奈川県	横浜市	横浜中華街 朝陽門	231-0862	神奈川県横浜市中区山下町		35.444014	139.647884		16.0					THE iDOLM@STER	アイドルマスター	第8話で三浦あずさが、ランドマークタワー（作中では「ランドランドタワー」）へ行くというおばあさんを案内して桜木町駅前あたりからやって来た場所。ランドマークタワーとはまったく逆方向です。				ヨコハマシ	ア	14	1	2		
0008	0066	完了	神奈川県	横浜市	中華街東門交差点	231-0862	神奈川県横浜市中区山下町		35.444134	139.648013	"https://www.google.co.jp/maps/@35.4440548,139.6481309,3a,75y,287.68h,103.31t/data=!3m4!1e1!3m2!1sCFlUBM82O6nxdOwVmG3row!2e0?hl=ja"	17.0					THE iDOLM@STER	アイドルマスター	第8話で三浦あずさが、ランドマークタワー（作中では「ランドランドタワー」）へ行くというおばあさんを案内して桜木町駅前あたりからやって来た場所。ランドマークタワーとはまったく逆方向です。				ヨコハマシ	ア	14	1	2		
0008	0067	完了	神奈川県	横浜市	横浜マリンタワー	231-0862	神奈川県横浜市中区山下町15		35.443933	139.650923	"https://www.google.co.jp/maps/@35.4436143,139.6510886,3a,75y,342.17h,152.82t/data=!3m4!1e1!3m2!1sX_walZkdoQWwofTD2cBmkw!2e0?hl=ja"	16.0					THE iDOLM@STER	アイドルマスター	第8話で三浦あずさが案内していたおばあさんが息子と待ち合わせしていた場所。作中では「マリンポートタワー」という名前になっていました。方向音痴のあずさが、おばあさんが間違って覚えていたランドマークタワー（作中では「ランドランドタワー」）へ案内するつもりで間違って連れてきてしまったことが幸いして、逆に息子に会うことができていました。				ヨコハマシ	ア	14	1	2		
0008	0068	完了	神奈川県	横浜市	ベーリックホール	231-0862	神奈川県横浜市中区山手町72		35.43764	139.650722	-	16.0				045-663-5685	THE iDOLM@STER	アイドルマスター	第9話で竜宮小町が出演したドラマの舞台となった洋館の内装モデル。外観は鳩山会館、さらに内装は旧前田侯爵家駒場本邸のものと組み合わされて描かれています。				ヨコハマシ	ア	14	1	2		
0008	0069	完了	神奈川県	横浜市	北京飯店	231-0862	神奈川県横浜市中区山下町79-5		35.444086	139.647774	"https://www.google.co.jp/maps/@35.4440432,139.6479093,3a,75y,332.46h,90.11t/data=!3m4!1e1!3m2!1sJ2fWFBV-of6NA-zfh5VJ9g!2e0?hl=ja"	17.0				045-681-3535	THE iDOLM@STER	アイドルマスター	第8話で三浦あずさが、ランドマークタワー（作中では「ランドランドタワー」）へ行くというおばあさんを案内して桜木町駅前あたりからやって来た場所。ランドマークタワーとはまったく逆方向です。作中では店名が「東西飯店」になっていました。				ヨコハマシ	ア	14	1	2		
0008	0070	完了	神奈川県	横浜市	老維新	231-0862	神奈川県横浜市中区山下町145		35.443189	139.645037	"https://www.google.co.jp/maps/@35.4432367,139.6449763,3a,75y,121.4h,111.24t/data=!3m4!1e1!3m2!1sEshv2U7YEucgVDJ-aXf8mg!2e0?hl=ja"	16.0				045-681-6811	THE iDOLM@STER	アイドルマスター	第8話で菊池真と黒服のバトルシーン（ちなみに武器として使っていたのは金華ハム）に登場した店。作中では店名が「若維新」になっていました。	http://www.rouishin.com/	http://www.rouishin.com/		ヨコハマシ	ア	14	1	2		
0008	0071	完了	神奈川県	横浜市	山下公園 水のステージ	231-0862	神奈川県横浜市中区山下町279		35.444498	139.651995	"https://www.google.co.jp/maps/@35.444639,139.651653,3a,75y,119.15h,92.82t/data=!3m5!1e1!3m3!1sHuIhTW_67YR0A3DgjWfM3Q!2e0!3e5?hl=ja"	16.0					THE iDOLM@STER	アイドルマスター	第8話でこの後ろあたりから、三浦あずさと彼女を追いかける群衆が土煙を上げながら走って来ていました。				ヨコハマシ	ア	14	1	2		
0008	0072	完了	神奈川県	横浜市	山下公園 水の守護神	231-0862	神奈川県横浜市中区山下町279		35.44578	139.649772	"https://www.google.co.jp/maps/@35.445834,139.649883,3a,75y,245.77h,89.68t/data=!3m5!1e1!3m3!1sAHDS099kOvLpW9tygdgw8Q!2e0!3e5?hl=ja"	16.0					THE iDOLM@STER	アイドルマスター	第8話で星井美希が結婚雑誌のモデルの撮影場所としてカメラマンを連れて来た場所。三浦あずさが指輪をようやく落とし主に渡すことが出来き、さらに石油王が現れ、花嫁に求婚しての大団円の場所ともなりました。				ヨコハマシ	ア	14	1	2		
0008	0073	完了	神奈川県	中郡	歩道橋	259-0123	神奈川県中郡二宮町二宮		35.298096	139.258793	"https://www.google.co.jp/maps/@35.298005,139.258487,3a,75y,53.25h,100.22t/data=!3m4!1e1!3m2!1smen0AXOZMynVmxo1NdN5Ug!2e0?hl=ja"	16.0					THE iDOLM@STER	アイドルマスター	第24話でついに仕事を休むまでになってしまった天海春香が、気分転換のための外出シーンで登場した歩道橋。道路標識の内容も忠実に再現されていました。				ナカグン	ア	14	21	2		
0008	0074	完了	神奈川県	中郡	JR 二宮駅	259-0123	神奈川県中郡二宮町二宮838		35.298778	139.257778	-	13.0					THE iDOLM@STER	アイドルマスター	第1話、第14話の冒頭に登場した天海春香の実家の最寄り駅。遠景カットは吾妻山公園から見下ろした風景になっています。				ナカグン	ア	14	21	2		
0008	0075	完了	神奈川県	中郡	さがみ信用金庫 二宮支店	259-0123	神奈川県中郡二宮町二宮206		35.298172	139.25846	"https://www.google.co.jp/maps/@35.298105,139.25882,3a,75y,275.45h,92.16t/data=!3m4!1e1!3m2!1sIyEQh30gulpkQvgmcfwjaQ!2e0?hl=ja"	16.0				0463-72-2511	THE iDOLM@STER	アイドルマスター	第24話でついに仕事を休むまでになってしまった天海春香が、気分転換のための外出シーンの町のカットで登場。				ナカグン	ア	14	21	2		
0008	0076	完了	神奈川県	中郡	おはな薬局	259-0123	神奈川県中郡二宮町二宮208		35.298584	139.258146	-	16.0					THE iDOLM@STER	アイドルマスター	第24話でついに仕事を休むまでになってしまった天海春香が、気分転換のための外出時に、この店の前をとぼとぼ歩いていました。店名こそ削られていましたが、2階のくどう眼科、店前のバス停（二宮駅南口2番乗り場）、隣の本屋、ポストの位置までかなり忠実に描かれています。ちなみに母親のお使いで春香が手紙（ハガキ？）を投函したポストは、作中では郵便差出箱8号でしたが、実際のものは郵便差出箱角型1号です。				ナカグン	ア	14	21	2		
0008	0077	完了	神奈川県	中郡	にのみやフルーツ	259-0123	神奈川県中郡二宮町二宮833-4		35.298884	139.258181	-					0463-71-3530	THE iDOLM@STER	アイドルマスター	第24話でついに仕事を休むまでになってしまった天海春香が、気分転換のための外出したシーンで登場した果物屋。				ナカグン	ア	14	21	2		
0008	0078	完了	神奈川県	中郡	二宮町役場 脇	259-0196	神奈川県中郡二宮町二宮961		35.299521	139.255856	-	16.0					THE iDOLM@STER	アイドルマスター	第24話でついに仕事を休むまでになってしまった天海春香が、気分転換のために町を歩いていて偶然ライブの準備をしている天ヶ瀬冬馬と再会した場所。				ナカグン	ア	14	21	2		
0008	0079	完了	京都府	京都市	大文字山	606-8441	京都府京都市左京区鹿ケ谷徳善谷町		35.023038	135.804298	-	11.0					THE iDOLM@STER	アイドルマスター	第19話で萩原雪歩が四条貴音の出身地を京都だと思っていたという回想シーンの背景に描かれていました。				キョウトシ	ア	26	10	5		
0008	0080	完了	京都府	京都市	金閣寺	603-8361	京都府京都市北区金閣寺町1		35.039497	135.728445		13.0					THE iDOLM@STER	アイドルマスター	第19話で萩原雪歩が四条貴音の出身地を京都だと思っていたという回想シーンの背景に描かれていました。				キョウトシ	ア	26	10	5		
