作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所２	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順
1294	0044	完了	東京都	港区	シャンティ赤坂	107-0052	東京都港区赤坂2-16-15		35.671079	139.737695	"https://www.google.co.jp/maps/@35.6712903,139.7373004,3a,48y,128.31h,110.91t/data=!3m6!1e1!3m4!1sVpwX1-IsrClf-mPfPc5lEw!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が年齢を偽って泊まろうとして追い出されていたラブホテルの建物モデル。<br />窓枠などの壁面装飾の再現度はあまり高くはありませんが、建物の構造や看板、外灯、樹木などは忠実に描かれていました。<br />六花と勇太の駆け落ち旅その15。				ミナトク	エ	13	22	2
1294	0045	完了	東京都	大田区	Pista	144-0041	東京都大田区羽田空港2-6-5	羽田空港 第3ターミナル 2F	35.544282	139.768702	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊十花が、駆け落ち旅中の小鳥遊六花と富樫勇太を連れ戻させるために北海道へ向かわせた丹生谷森夏と凸守早苗に、ちゃんと探すよう脅迫メールを送っていた空港内にある24時間営業のカフェ。<br />※2017年5月26日閉店済。				オオタク	エ	13	5	2
1294	0046	完了	東京都	大田区	羽田空港 第2ターミナル	144-0041	東京都大田区羽田空港3-4-2		35.552472	139.787496	"https://www.google.co.jp/maps/@35.5522841,139.7876409,2a,43.2y,324.5h,80.55t/data=!3m6!1e1!3m4!1soBqX9t8iEHezEG1jQVJCrw!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、北海道へ向かう2人が飛行機に搭乗していた空港。<br />丹生谷森夏と凸守早苗が、2F 国内線出発ロビーのA保安検査場前で2人を待ち構えていましたが、勇太の計略で丹生谷が持ち場を離れた隙に飛行機に乗り込んでいました。<br />六花と勇太の駆け落ち旅その30。				オオタク	エ	13	5	2
1294	0047	完了	東京都	大田区	元祖寿司 羽田空港第2ターミナル店	144-0041	東京都大田区羽田空港3-4-2	羽田空港 第2ターミナル 3F	35.550277	139.788940	"https://www.google.co.jp/maps/@35.5502637,139.7889934,2a,60y,288.14h,75.35t/data=!3m6!1e1!3m4!1sdmfHkohAgMc0PQhRWLhdFA!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	駆け落ち旅中の小鳥遊六花と富樫勇太の飛行機への搭乗阻止に失敗してしまった丹生谷森夏と凸守早苗が、食事代をかけて大食い対決をしていた回転寿司屋。互いに相手を妨害しようと相手の寿司にワサビを大量に入れるという姑息な作戦を実行していました。				オオタク	エ	13	5	2
1294	0048	完了	東京都	渋谷区	竹下通り　東口ゲート	150-0001	東京都渋谷区神宮前1-17		35.671558	139.703233	"https://www.google.co.jp/maps/@35.6716258,139.7030258,3a,26y,108.01h,97.13t/data=!3m6!1e1!3m4!1s5xfx_hyuDB_jQdWiWex8Cw!2e0!7i13312!8i6656"				4		映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、東京にやって来た2人が街に繰り出すシーンの冒頭カットで描かれていたゲート。<br />※作中で描かれているゲートは、2012年にリニューアルされる以前の先代のゲートです。				シブヤク	エ	13	10	2
1294	0049	完了	東京都	新宿区	新宿ピカデリー裏の通り	160-0022	東京都新宿区新宿3-15		35.692552	139.703450	"https://www.google.co.jp/maps/@35.692706,139.7030289,3a,25y,110.3h,94.54t/data=!3m6!1e1!3m4!1sZplxpdb22F8yr1RdDe-9lA!2e0!7i16384!8i8192"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、東京へ来て遊び回った2人が宿を求めて歩いていた場所。<br />六花と勇太の駆け落ち旅その27。				シンジュクク	エ	13	11	2
1294	0050	完了	東京都	新宿区	新宿ピカデリー 南側出入口前	160-0022	東京都新宿区新宿3-15-15		35.692505	139.703657	"https://www.google.co.jp/maps/@35.6925202,139.7036255,3a,90y,36.31h,90.26t/data=!3m6!1e1!3m4!1snY_CgU96uuDwvZh-zemukw!2e0!7i16384!8i8192"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、宿を探す勇太が、先のラブホテルでの反省を踏まえ、ホテルでは兄妹のふりをするよう六花に念押ししていた場所。<br />六花と勇太の駆け落ち旅その28。				シンジュクク	エ	13	11	2
1294	0051	完了	東京都	新宿区	新宿高速バスターミナル	160-0023	東京都新宿区西新宿1-10		35.689995	139.698089	"https://www.google.co.jp/maps/@35.6897085,139.6980958,3a,35y,2.07h,91.27t/data=!3m6!1e1!3m4!1sF75LdYTKmJ4IqFARxp40sA!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が和歌山から乗ってきたバスが入って来る様子が描かれていた場所。<br />作中では下車シーンは描かれていませんが、おそらくここでバスを下りたものと思われます。<br />六花と勇太の駆け落ち旅その17。<br />※バスタ新宿（2016年4月4日開業）に伴い閉業。				シンジュクク	エ	13	11	2
1294	0052	完了	東京都	中野区	中野サンモール（エレノア前付近）	164-0001	東京都中野区中野5-64		35.706633	139.665755	"https://www.google.co.jp/maps/@35.7066707,139.6657577,3a,34y,173.03h,89.97t/data=!3m6!1e1!3m4!1suIRH-ncGVgsvcjzJP6UQtQ!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、東京にやって来た2人がどら焼きを食べながら歩いていた商店街。<br />六花と勇太の駆け落ち旅その19。				ナカノク	エ	13	19	2
1294	0053	完了	滋賀県	大津市	瀬田川大橋	520-0831	滋賀県大津市松原町10		34.978055	135.905614	"https://www.google.co.jp/maps/@34.9785098,135.9053963,3a,17.3y,154.39h,91.11t/data=!3m6!1e1!3m4!1stLPC2jb9-FtmkroF1kFOfg!2e0!7i16384!8i8192"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	学校帰りの富樫勇太が、丹生谷森夏と五月七日くみんと話をしていた橋。<br />六花と「上級契約」を結んでから半年も経つのに何一つ進展していないと勇太から聞いた丹生谷が、「何やってんのよ！」と勇太をカバンで叩いていました。				オオツシ	エ	25	1	5
1294	0054	完了	滋賀県	大津市	瀬田川岸（瀬田川大橋西詰脇）	520-0831	滋賀県大津市松原町10		34.978147	135.905596	"https://www.google.co.jp/maps/@34.9780264,135.9056264,3a,25y,350.57h,82.73t/data=!3m6!1e1!3m4!1s3hSHQ_UqHSUj0Xcq8FmBDw!2e0!7i16384!8i8192"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	学校帰りの小鳥遊六花が凸守早苗に、能力で振り向かせると釣り人に念波を送っていた場所。				オオツシ	エ	25	1	5
1294	0055	完了	滋賀県	大津市	京阪電鉄 石山駅	520-0832	滋賀県大津市粟津町2		34.979564	135.899959	"https://www.google.co.jp/maps/@34.9795462,135.9000262,3a,32y,186.99h,88.14t/data=!3m6!1e1!3m4!1srXlO9OJKfYUUrqqOSCvtTQ!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊十花から突然言い渡されたイアリア移住への抗議と撤回を求めて、駆け落ち旅に出かける小鳥遊六花と富樫勇太が、電車に乗っていた駅。<br />駅前広場や改札、ホームなどが描かれていました。				オオツシ	エ	25	1	5
1294	0056	完了	滋賀県	大津市	唐橋公園	520-2134	滋賀県大津市瀬田1-27		34.977699	135.908207	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	学校帰りの富樫勇太と小鳥遊六花が、夕飯の支度の話をしながら歩いていた公園。				オオツシ	エ	25	1	5
1294	0057	完了	滋賀県	蒲生郡	旧鎌掛小学校	529-1631	滋賀県蒲生郡日野町鎌掛2362		34.98864	136.260126	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	富樫勇太たちの通う「私立銀杏学園」のモデル。				ガモウグン	エ	25	10	5
1294	0058	完了	京都府	京都市	京都タワー	600-8216	京都府京都市下京区東塩小路町721-1		34.987563	135.759327	"https://www.google.co.jp/maps/@34.9861641,135.7582629,2a,33y,26.73h,105.03t/data=!3m6!1e1!3m4!1sZByGAHckpfgLZnDkoSNSKQ!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が展望台の双眼鏡で市内を眺めていたタワー。<br />勇太から大文字山のことを聞いた六花が、妄想の中で魔力を放ち、山に「六」の文字を焼き入れたりしているところへ、自らの保身を優先させた裏切りの凸守早苗と丹生谷森夏が2人を連れ戻しに来て、施設内を逃げ回っていました。<br />六花と勇太の駆け落ち旅その8。				キョウトシ	エ	26	10	5
1294	0059	完了	京都府	京都市	JR 京都駅	600-8216	京都府京都市下京区東塩小路町901		34.986171	135.759000	"https://www.google.co.jp/maps/@34.9864297,135.7591729,3a,32y,200.92h,94.49t/data=!3m6!1e1!3m4!1sFqXaAA4o0A8K-QRw0xgtJQ!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、六花と勇太が京都タワーの展望台から、2人を連れ戻しに来た凸守早苗と丹生谷森夏を躱して逃げてきた駅。<br />2人は、京都線大阪・三ノ宮方面行き5番ホームから電車に飛び乗っていました。<br />六花と勇太の駆け落ち旅その9。				キョウトシ	エ	26	10	5
1294	0060	完了	京都府	京都市	京都駅改札内コインロッカー（E-6）	600-8216	京都府京都市下京区東塩小路町901		34.985823	135.758495	"https://www.google.co.jp/maps/@34.9857831,135.758388,2a,28y,70.88h,79.52t/data=!3m6!1e1!3m4!1sZ72rRKi-kiCpCmXqng3OhA!2e0!7i13312!8i6656"				4		映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人を連れ戻しに来た凸守早苗と丹生谷森夏から逃げる六花と勇太が、預けていた荷物を取り出していたコインロッカー。<br />六花と勇太の駆け落ち旅その10。				キョウトシ	エ	26	10	5
1294	0061	完了	京都府	京都市	出町桝形商店街	602-0828	京都府京都市上京区二神町		35.030285	135.768521	"https://www.google.co.jp/maps/@35.0302912,135.7683693,3a,32y,92.89h,90.24t/data=!3m6!1e1!3m4!1sb7WsrYoT-yHniOlg0QRcCw!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が豆大福を食べながら歩いていた商店街。マツヤや久森（解体済）などの店舗や、商店街の天井に飾られた魚のオブジェなどが忠実に描かれていました。<br />六花と勇太の駆け落ち旅その7。<br />※同じ京都アニメーションの作品『たまこまーけっと』の舞台として知られる商店街で、2人が豆大福を買っていた「たまや」は、主人公・北白川たまこの父が営む餅屋でした。				キョウトシ	エ	26	10	5
1294	0062	完了	京都府	京都市	東福寺 本堂	605-0981	京都府京都市東山区本町15-778		34.976349	135.773660	"https://www.google.co.jp/maps/@34.9765693,135.7734657,3a,58y,160.23h,104.92t/data=!3m6!1e1!3m4!1sJwg2i3sfZVKa-qftezENKg!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が訪れていた寺。<br />正面の扉から堂内の四天王像を見て、全員で一度に襲いかかって来たら敵わないかもと言う六花に、自分も中学時代の修学旅行で同じようなことを言っていたことを思い出した勇太が、恥ずかしさのあまりのたうち回っていました。<br />六花と勇太の駆け落ち旅その6。				キョウトシ	エ	26	10	5
1294	0063	完了	京都府	京都市	伏見稲荷大社	612-0882	京都府京都市伏見区深草薮之内町68		34.967127	135.772657	"https://www.google.co.jp/maps/@34.967054,135.7718654,3a,15y,85.68h,94.92t/data=!3m6!1e1!3m4!1sLdePtSu-JA_NOTXHOwfGFg!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が訪れていた神社。参道から望む鳥居越しの楼門が描かれていました。<br />六花と勇太の駆け落ち旅その1。				キョウトシ	エ	26	10	5
1294	0064	完了	京都府	京都市	伏見稲荷大社　おもかる石	612-0882	京都府京都市伏見区深草薮之内町68		34.966499	135.775681	"https://www.google.co.jp/maps/@34.9664683,135.7756392,3a,26y,89.94h,83t/data=!3m6!1e1!3m4!1smtmWKUixQgrYbu37fkFKug!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が訪れていた神社。六花が「邪王真眼流14式奥義なんか力でちゃう技」でおもかる石を持ち上げていました。<br />六花と勇太の駆け落ち旅その2。				キョウトシ	エ	26	10	5
1294	0065	完了	京都府	京都市	伏見稲荷大社　四ツ辻	612-0882	京都府京都市伏見区深草薮之内町68		34.969083	135.781369	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が訪れていた神社。勇太が、この場所から一望できる京都の街をバックに六花をスマホで撮影していました。<br />六花と勇太の駆け落ち旅その3。				キョウトシ	エ	26	10	5
1294	0066	完了	京都府	京都市	桃山南団地	612-8017	京都府京都市伏見区桃山南大島町		34.923736	135.789404	"https://www.google.co.jp/maps/@34.9236934,135.7896002,3a,82.8y,160.43h,108.11t/data=!3m6!1e1!3m4!1siAvT75MRglWwF2bxO-Fieg!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花が居候中の富樫家のある団地のモデル。富樫家は204号室、七宮智音が暮らしているのは304号室ですが、棟を特定できる情報は作中には見られませんでした。				キョウトシ	エ	26	10	5
1294	0067	完了	京都府	宇治市	宇治橋	611-0021	京都府宇治市宇治蓮華		34.892671	135.806030	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が訪れていた橋。<br />西詰南側から橋側面の三の間付近を望む構図で、橋の上で、勇太が六花をスマホで撮影する姿が描かれていました。<br />六花と勇太の駆け落ち旅その4。				ウジシ	エ	26	14	5
1294	0068	完了	京都府	宇治市	井川用水機場	611-0021	京都府宇治市宇治塔川		34.889593	135.808408	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が施設脇のベンチに座っている姿が描かれていました。<br />六花と勇太の駆け落ち旅その5。<br />※同じ京都アニメーションの作品『響け！ユーフォニアム』の聖地として知られるベンチです。				ウジシ	エ	26	14	5
1294	0069	完了	和歌山県	和歌山市	和歌山駅前高速バスのりば	640-8323	和歌山県和歌山市太田1-15		34.232594	135.192732	"https://www.google.co.jp/maps/@34.2324865,135.1929187,3a,20y,303.45h,91.02t/data=!3m6!1e1!3m4!1shScGJ5ICds_KUiWq7S8CkQ!2e0!7i13312!8i6656"				4.5		映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が東京行きの高速バスに乗車していた場所。<br />六花と勇太の駆け落ち旅その16。				ワカヤマシ	エ	30	1	5
1294	0070	完了	和歌山県	和歌山市	和歌山アーバンホテル	640-8341	和歌山県和歌山市黒田1-2-17		34.232776	135.193672	"https://www.google.co.jp/maps/@34.2326919,135.192328,3a,22y,81.9h,104.72t/data=!3m6!1e1!3m4!1sZmHgblAVZV0AdUysrFkl8Q!2e0!7i16384!8i8192"				4.5		映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	駆け落ち旅中の小鳥遊六花と富樫勇太を連れ戻そうと、2人を追って和歌山入りしていた丹生谷森夏と凸守早苗が宿泊していたホテル。<br />作中ではホテル名が「セントラルホテル」になっていました。				ワカヤマシ	エ	30	1	5
1294	0071	完了	和歌山県	御坊市	御坊第9踏切	644-0002	和歌山県御坊市薗		33.886953	135.152994	"https://www.google.co.jp/maps/@33.8869633,135.1529604,3a,46y,120.3h,123.24t/data=!3m6!1e1!3m4!1sisiTphI_0_Kk4wj-F4VWHQ!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅の和歌山シーンの冒頭カットで、西御坊駅前の踏切の遮断・警報器や電信柱などが、下から見上げた構図で描かれていました。				ゴボウシ	エ	30	9	5
1294	0072	完了	和歌山県	御坊市	中島橋	644-0002	和歌山県御坊市薗564-2		33.886544	135.153037	"https://www.google.co.jp/maps/@33.886643,135.1530125,3a,42y,182.61h,83.92t/data=!3m6!1e1!3m4!1svg2J-wLevngLVWjOzl_DpA!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が渡っていた橋。<br />六花と勇太の駆け落ち旅その12。<br />※2009年7月頃、地下駐輪場建設工事のため解体済。<br />※同じ京都アニメーションの作品『Air』の聖地として知られる場所です。				ゴボウシ	エ	30	9	5
1294	0073	完了	和歌山県	日高郡	尾上橋	644-0041	和歌山県日高郡美浜町大字田井		33.890045	135.148340	"https://www.google.co.jp/maps/@33.8900128,135.1484009,3a,90y,304.29h,61.41t/data=!3m6!1e1!3m4!1sFO4KCZQx7DXFug3qq5_tBA!2e0!7i16384!8i8192"				1		映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が渡っていた橋。作中では、東詰辺りで、六花がお城のようなホテルを発見していました。<br />六花と勇太の駆け落ち旅その13。				ヒダカグン	エ	30	84	5
1294	0074	完了	和歌山県	日高郡	畑の駐車場	644-0041	和歌山県日高郡美浜町大字田井		33.890298	135.148996	"https://www.google.co.jp/maps/@33.8898879,135.1490284,3a,33y,352.53h,87.61t/data=!3m6!1e1!3m4!1sAW7eQY9FnNGgSiuZx2cFKg!2e0!7i16384!8i8192"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人が年齢を偽って泊まろうとして追い出されていたラブホテルの立地モデル。<br />建物はシャンティ赤坂をモデルに作画されていました。<br />作中では、六花がお城のようなホテルと言っていたラブホテルが描き足されていました。<br />六花と勇太の駆け落ち旅その14。				ヒダカグン	エ	30	84	5
1294	0075	完了	和歌山県	日高郡	煙樹ヶ浜	644-0043	和歌山県日高郡美浜町大字吉原		33.885020	135.143006	"https://www.google.co.jp/maps/@33.8787115,135.1511015,3a,36y,292.27h,81.16t/data=!3m6!1e1!3m4!1sEhNrebqaZvUOLFfZ47U7xg!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	駆け落ち旅中の小鳥遊六花と富樫勇太の携帯電話のGPS信号が消えて位置がつかめなくなった小鳥遊十花が海を眺めていた浜。2人が六花の母親の家の住所を確認しようと携帯電話の電源を入れたために東京にいることがバレていました。				ヒダカグン	エ	30	84	5
1294	0076	完了	兵庫県	西宮市	サイゼリア 北夙川店	662-0025	兵庫県西宮市北名次町13-30		34.754177	135.330104	"https://www.google.co.jp/maps/@34.754437,135.3302169,3a,35y,194.86h,92.26t/data=!3m6!1e1!3m4!1seCGWanNpRFSl8vwqXiiLSw!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、2人を連れ戻しに来た凸守早苗と丹生谷森夏を避けて京都を離れ神戸に移動して来た六花と勇太が食事をしていたファミリーレストラン。店内で小鳥遊十花と遭遇するも、答えを出すための猶予を与えられていました。<br />作中では店名が「Gitasole」になっています。<br />六花と勇太の駆け落ち旅その11。<br />※2014年2月23日閉店・解体済。<br />※同じ京都アニメーションの作品『涼宮ハルヒの消失』の聖地として知られるファミレスです。				ニシノミヤシ	エ	28	3	5
1294	0077	完了	兵庫県	西宮市	北口駅前広場	662-0832	兵庫県西宮市甲風園1-2		34.746538	135.356208	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	駆け落ち旅中の小鳥遊六花と富樫勇太の位置を携帯電話のGPS情報で確認していた小鳥遊十花が、信号が消えたのを見て「さすがにそこまでバカではないか」と呟いていた広場。<br />※2009年7月頃、地下駐輪場建設工事のため解体済。<br />※同じ京都アニメーションの作品『涼宮ハルヒの消失』の聖地として知られる広場です。				ニシノミヤシ	エ	28	3	5
1294	0078	完了	広島県	呉市	呉阪急ホテル	737-0051	広島県呉市中央1-1-1		34.244704	132.558956	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、東京へやって来た2人が兄妹のふりをして宿泊していたホテルのモデル。<br />受付をしていたフロントから部屋の内装、バスルームなどが忠実に描かれていました。<br />六花と勇太の駆け落ち旅その29。				クレシ	エ	34	5	6
