No.	確定	都道府県	市区郡（統計用）	場所・スポット	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	電話番号	ジャンル	ジャンルフリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	項目順	県順	市順	域順
54	完了	東京都	目黒区	カレイドスコープ	153-0064	東京都目黒区下目黒2-16-1	ニュートンブレイズ1F	35.630455	139.711855	"https://www.google.co.jp/maps/@35.6305367,139.7119705,3a,90y,214.75h,103.38t/data=!3m4!1e1!3m2!1sK484l7OjhfXl4Jw_1LL1vw!2e0?hl=ja"			声優事務所	カレイトスコオフ	1998年2月3日設立の音楽・声優プロダクション。	http://www.klsp.jp/			メグロク	カ	2	13	23	2
55	完了	東京都	世田谷区	オー・エル・エム	154-0023	東京都世田谷区若林1-18-10	みかみビル9F	35.643236	139.661199			03-3795-8897	アニメ制作会社	オオエルエム	1994年6月設立のアニメ制作会社。<br />代表作は、<br />『愛天使伝説ウェディングピーチ』<br />『ポケットモンスター』<br />『剣風伝奇ベルセルク』<br />『ToHeart』<br />『鋼鉄天使くるみ』<br />『コロッケ！』<br />『フィギュア17 つばさ&ヒカル』<br />『うたわれるもの』<br />『たまごっち！』<br />『イナズマイレブン』<br />『ダンボール戦機』<br />など。	http://www.olm.co.jp/			セタガヤク	オ	1	13	14	2
	完了	東京都	世田谷区	アトリエ エイティワン	155-0032	東京都世田谷区代沢3-12-2		35.654194	139.672653				関連企業	アトリエ エイティワン	81プロデュース所属の声優・中尾隆聖と関俊彦が主宰し、1992年に旗揚げした演劇カンパニー「ドラマティック・カンパニー」の事務所兼稽古場兼劇場。				セタガヤク	ア	7	13	14	2
56	完了	東京都	新宿区	プロ・フィット スタジオ	160-0004	東京都新宿区四谷2-5-1	梓ビル101・201	35.686507	139.725926				声優事務所	フロフィットスタシオ	プロ・フィットのトレーニングスタジオとレコーディングスタジオ。<br />本社は中野区東中野にあります。	http://www.pro-fit.co.jp/			シンジュクク	フ	2	13	11	2
57	完了	東京都	新宿区	一迅社 	160-0022	東京都新宿区新宿3-1-13	京王新宿追分ビル5F	35.690100	139.704787			03-5312-6150	出版社	イチシンシャ	「コミックZERO-SUM」「コミック百合姫」「まんが4コマぱれっと」などを出版している大手出版社。<br />1992年設立のスタジオDNAと、2001年設立の一賽舎の2つの出版社が、2005年3月1日に合併して設立。社名は、一賽舎にDNA（遺伝子＝ジーン）を組み合わせたもの。2016年11月に、講談社の完全子会社となっています。	http://www.ichijinsha.co.jp/			シンジュクク	イ	6	13	11	2
58	完了	東京都	新宿区	マウスプロモーション	160-0022	東京都新宿区新宿6-25-14	Ｍ2ビル アネックス1F	35.696978	139.710427				声優事務所	マウスプロモオション	1969年に創立された同人組織を前身に、1974年4月8日に江崎加子男氏が有限会社江崎プロダクションの名称で設立。<br />1995年には株式会社化し、2000年に組織変更と共に現社名に変更。	https://mausu.net/			シンジュクク	マ	2	13	11	2
59	完了	東京都	新宿区	タイトー	160-0022	東京都新宿区新宿6-27-30	新宿イーストサイドスクエア2F	35.696676	139.708669				関連企業	タイトー	アーケードゲーム、アミューズメント施設、モバイルゲームを手がけるゲームメーカー。<br />ユダヤ系ウクライナ人実業家・ミハイル・コーガンが1950年に設立した個人営業の輸入会社・太東洋行を前身に、1953年に創業した太東貿易株式会社が、ジュークボックスやピンボールのヒットを経てパチスロ、クレーンゲームなどアミューズメント機器を取り扱うようになり、1972年にタイトーに称号変更。<br />2005年にスクウェア・エニックスの連結子会社となり、翌2006年、スクウェア・エニックス完全子会社のSQEXを存続会社として吸収合併され、タイトーという企業は消滅するも、SQEXが商号をタイトー（2代目タイトー）に変更。<br />2010年、今度はスクウェア・エニックス・ホールディングス連結対象のES1を存続会社として吸収合併。ES1が商号をタイトー変更（3代目タイトー）。これが現在のタイトーになります。				シンジュクク	タ	7	13	11	2
60	完了	東京都	新宿区	スクウェア・エニックス	160-0022	東京都新宿区新宿6-27-30	新宿イーストサイドスクエア	35.696676	139.708669			03-5292-8100	出版社	スクウェアエニックス	スクウェア・エニックス・ホールディングス傘下のゲームソフト販売・開発会社、出版社。<br />2003年4月1日に、ゲームメーカー・出版社のエニックスとゲームメーカーのスクウェアの合併によって誕生。	http://www.jp.square-enix.com/			シンジュクク	ス	6	13	11	2
61	完了	東京都	新宿区	STUDIO T＆T	160-0023	東京都新宿区西新宿7-7-6	トーワ西新宿ビル1F	35.696948	139.697393	"https://www.google.co.jp/maps/@35.696831,139.6972846,3a,75y,7.03h,77.45t/data=!3m4!1e1!3m2!1sVaQnTlz8lBFH6DI3Ik3r5w!2e0?hl=ja"		03-5332-6088	アフレコスタジオ	スタシオティイアントティイ	アフレコスタジオ。	http://www.studio-tt.com/			シンジュクク	ス	3	13	11	2
62	完了	東京都	新宿区	東京俳優生活協同組合　上落合事務所	161-0034	東京都新宿区上落合1-17-9		35.716013	139.693626				声優事務所	トウキョウハイユウセイカツキョウドウクミアイカミオチアイジムショ	1960年5月29日に設立された、俳優とマネージャーが出資し共同で運営する生活協同組合で、所属俳優とスタッフの組合員が、投票により選出した理事会によって運営されている。略称は「俳協」。 <br />落合事務所では、劇団俳協、俳協演劇研究所、俳協ボイスアクターズスタジオ、TACCS1179（演劇・展示スペース）、舞台美術部があります。				シンジュクク	ト	2	13	11	2
63	完了	東京都	新宿区	ぷろだくしょんバオバブ	162-0825	東京都新宿区神楽坂2-12	神楽坂ビルディング5F	35.701023	139.741463			03-5261-9331	声優事務所	フロタクションハオハフ	青二プロダクションの所属声優とスタッフが独立して、1979年8月1日に設立した声優事務所。<br />社名は、サバンナの植物「バオバブ」から清水マリが命名。	http://pro-baobab.jp/			シンジュクク	フ	2	13	11	2
64	完了	東京都	新宿区	双葉社	162-8540	東京都新宿区東五軒町3-28		35.705282	139.740295	"https://www.google.co.jp/maps/@35.7050685,139.7401442,3a,72y,28.56h,106.2t/data=!3m4!1e1!3m2!1sMYPi1bOCxc1tPHNEdGk5BQ!2e0?hl=ja"		03-5261-4811	出版社	フタハシャ	「漫画アクション」「まんがタウン」「コミックハイ！」などを出版している大手出版社。<br />1948年5月に岐阜の米穀商・矢澤領一が大衆読物雑誌の出版社として設立。<br />1952～1953年に本社を岐阜から東京へ移転。<br />社名の由来は第35代横綱・双葉山から。	http://www.futabasha.co.jp/			シンジュクク	フ	6	13	11	2
65	完了	東京都	新宿区	手塚プロダクション 本社	169-8575	東京都新宿区高田馬場4-32-11		35.709572	139.697428	"https://www.google.co.jp/maps/@35.7094831,139.6973446,3a,90y,24.93h,103.23t/data=!3m4!1e1!3m2!1sbMfeIXSsjuXWkD9QtKVo3A!2e0?hl=ja"			アニメ制作会社	テツカフロタクションホンシャ	アニメ制作会社。<br />アニメーション制作のために株式会社虫プロダクションを設立して自らが社長を務めた手塚治虫が、漫画制作・管理のための別会社として1968年1月23日に設立するが、手塚が虫プロ社長を退任した1971年頃には、アニメ部門が作られ虫プロの下請けとしてアニメ制作も手掛けるようになっており、1973年に虫プロが倒産すると、独自に手塚漫画作品を原作とするアニメ作品を制作。<br />現在では、手塚治虫作品の著作権管理とアニメーション制作が主な事業となっている。	http://tezukaosamu.net/			シンジュクク	テ	1	13	11	2
66	完了	東京都	中野区	トムス・エンタテインメント 本社	164-0001	東京都中野区中野3-31-1		35.702294	139.665139	"https://www.google.co.jp/maps/@35.7020134,139.6653634,3a,90y,331.32h,102.26t/data=!3m4!1e1!3m2!1sUn1b6ion4rsA8WhJzxxmlQ!2e0"		03-6382-6140	アニメ制作会社	トムスエンタテインメントホンシャ	1946年創業の繊維メーカーであるアサヒ手袋製造を前身とし、買収によって繊維事業からアミューズメント事業へ業態を転換。<br />1992年にセガグループ傘下となり、1995年に東京ムービー新社を吸収合併して2000年に「トムス・エンタテインメント」へと商号変更。<br />繊維事業からは完全撤退、アミューズメント事業は分離され、現在は、アニメーション制作、映像ライセンスビジネス、コンテンツビジネスの三事業を展開する企業となっている。<br />社名は、「東京」「ムービー」「新社」のそれぞれの頭文字を組み合わせたもの。<br />代表作は、<br />『巨人の星』<br />『天才バカボン』<br />『ガンバの冒険』<br />『ルパン三世』<br />『ベルサイユのばら』<br />『キャッツ・アイ』<br />『スペースコブラ』<br />『それいけ！アンパンマン』<br />『魔法騎士レイアース』<br />『とっとこハム太郎』<br />『名探偵コナン』<br />『カードファイト!! ヴァンガード』<br />など。	http://www.tms-e.co.jp/			ナカノク	ト	1	13	19	2
67	完了	東京都	中野区	テレコム・アニメーションフィルム	164-0001	東京都中野区中野3-31-1	トムス・エンタテインメント本社ビル2F	35.702321	139.665174				アニメ制作会社	テレコムアニメイションフィルム	東京ムービー社長だった藤岡豊が、アメリカへの日本製アニメによる進出を目指し、アニメーター育成を目的に1975年5月19日に設立したアニメ制作会社。<br />宮崎駿、高畑勲による『ルパン三世 カリオストロの城』（1979年）、『じゃりン子チエ』（1980年）などの作品を手がけたが、東京ムービーの社運をかけた大作『NEMO/ニモ』の制作の件で、宮崎、高畑の2名が退社。<br />1989年の『NEMO/ニモ』公開後は、アメリカのプロダクションの外注作品をメインに制作。1990年代後半からは国内作品の制作も多くなり、2001年に大手取引先であったワーナー・ブラザースが外注を韓国に移したことを受け、経営方針を海外向けから日本国内向けの制作へ転換。<br />東京ムービー新社は、1995年にトムス・エンタテインメントに吸収合併されているので、現在はトムス・エンタテインメントの子会社になっている。	http://www.telecom-anime.com/			ナカノク	テ	1	13	19	2
68	完了	東京都	中野区	東映アニメーション 本社・中野オフィス	164-0001	東京都中野区中野4-10-1	中野セントラルパーク イースト5F	35.707810	139.662949				アニメ制作会社	トウエイアニメイションホンシャナカノオフィス	東映アニメーションの本社オフィスで、企画製作本部（第一映像企画部・第二映像企画部・第三映像企画部）、営業本部（ライセンス事業部・商品事業部）、経営管理本部（（監査部・総務人事部 ・経理部・法務部・情報システム部）、経営戦略部、業務推進部があります。				ナカノク	ト	1	13	19	2
69	完了	東京都	中野区	ブシロード	164-0011	東京都中野区中央1-38-1	住友中野坂上ビル6F	35.697272	139.683570	"https://www.google.co.jp/maps/@35.6979557,139.6828416,3a,75y,138.88h,109.72t/data=!3m4!1e1!3m2!1sysuz0jPitaau2mS0aJ4FHw!2e0?hl=ja"		03-5348-0852	関連企業	フシロオト	カードゲーム、ゲームソフト、トレーディングカード、キャラクターグッズの開発・製作・販売を手がける会社。<br />「カードファイト!! ヴァンガード」「ヴァイスシュヴァルツ」などのコンテンツを展開し、多数のアニメのスポンサーになっている。	http://bushiroad.com/			ナカノク	フ	7	13	19	2
183	完了	東京都	中野区	響	164-0011	東京都中野区中央1-38-1	住友中野坂上ビル6F	35.697272	139.683570				声優事務所	ヒヒキ	2009年3月6日にブシロードグループの企業として設立した、インターネットラジオ運営や声優マネージメント業務を事業とする株式会社響が、2013年に株式会社ブシロードメディアへと商号変更、2015年に株式会社ブシロードミュージックへと事業移管、2016年には新設された2代目の株式会社響に事業移管、2020年に株式会社ブシロードムーブへと商号変更と、ブシロードグループの再編に伴って運営企業が変遷している。				ナカノク	ヒ	2	13	19	2
70	完了	東京都	中野区	project No.9	164-0011	東京都中野区中央5-4-22	JHV中野ビル4F	35.698841	139.667387				アニメ制作会社	フロシェクトナンハアナイン	2009年2月9日に設立されたアニメ制作会社。<br />初の元請け制作作品は、2011年の『ロウきゅーぶ！』。<br />代表作は、<br />『少女たちは荒野を目指す』、<br />『りゅうおうのおしごと！』、<br />『私、能力は平均値でって言ったよね！』、<br />『白猫プロジェクト ZERO CHRONICLE』<br />など。				ナカノク	フ	1	13	19	2
71	完了	東京都	中野区	トムス・エンタテインメント 制作スタジオ	164-0011	東京都中野区中央5-49-4		35.702126	139.665496	"https://www.google.co.jp/maps/@35.702038,139.6652744,3a,90y,63.65h,112.26t/data=!3m4!1e1!3m2!1siq6tSGb_h9PtXWXwaoONUg!2e0?hl=ja"		03-6304-8234	アニメ制作会社	トムスエンタテインメントセイサクスタシオ	1946年10月設立のアニメ制作会社。<br />代表作は、<br />『巨人の星』、<br />『アタックNo.1』、<br />『天才バカボン』、<br />『ど根性ガエル』、<br />『ルパン三世』、<br />『はじめ人間ギャートルズ』、<br />『ベルサイユのばら』、<br />『六神合体ゴッドマーズ』ｍ<br />『じゃりン子チエ』、<br />『スペースコブラ』、<br />『キャッツ・アイ』、<br />『魔法騎士レイアース』、<br />『怪盗セイント・テール』、<br />『とっとこハム太郎』、<br />『カードファイト!! ヴァンガード』<br />など。	http://www.tms-e.co.jp/			ナカノク	ト	1	13	19	2
72	完了	東京都	中野区	プロ・フィット	164-0012	東京都中野区本町1-13-18	大新NSビル3F	35.696189	139.686321			03-5338-9105	声優事務所	フロフィット	2003年11月にアイムエンタープライズのマネージャーだった谷村誠が設立した声優事務所。<br />2004年4月に付属養成所としてプロ・フィット声優養成所を、2009年6月に俳優事務所としてアセンブルハート、 2008年12月に音響制作部としてサウンド・ウィングを設立。	http://www.pro-fit.co.jp/			ナカノク	フ	2	13	19	2
184	完了	東京都	中野区	EGG FIRM	164-0012	東京都中野区本町2-54-13	黒須ビル 5F	35.697213	139.679146				アニメ制作会社	エッグファアム	ジェンコから独立した大澤信博により2015年3月10日に設立された、アニメーションの企画・制作を中心にしたアニメのトータルプロデュース会社。<br />電撃文庫編集長の三木一馬がKADOKAWAから独立して設立したストレートエッジと連携し、広告代理店のクオラス、アニメプロデューサーの里見哲朗の個人事務所であるバーナムスタジオ、小説家・川原礫、アニメ脚本家・大河内一楼、アニメ監督・新房昭之らが制作パートナーとして株主に名を連ねています。<br />2016年にJ.C.STAFFとの共同制作による『斉木楠雄のΨ難』制作にも本格参入。	http://eggfirm.com/			ナカノク	エ	1	13	19	2
73	完了	東京都	中野区	マッドハウス	164-0012	東京都中野区本町3-23-3	新中野AM1ビル3F	35.696208	139.674315			03-5308-3960	アニメ制作会社	マットハウス	アニメ制作会社。1972年10月17日創設。<br />代表作は、<br />『カードキャプターさくら』、<br />『Di Gi Charat デ・ジ・キャラット』、<br />『十兵衛ちゃん -ラブリー眼帯の秘密-』、<br />『はじめの一歩』、<br />『サクラ大戦TV』、<br />『爆転シュート ベイブレード』、<br />『ギャラクシーエンジェル』、<br />『ちょびっツ』、<br />『NANA』、<br />『BLACK LAGOON』、<br />『DEATH NOTE』、<br />『電脳コイル』、<br />『HUNTER×HUNTER』<br />など。	http://www.madhouse.co.jp/			ナカノク	マ	1	13	19	2
74	完了	東京都	中野区	A-Line	165-0021	東京都中野区丸山1-12-8	EFGビル6F	35.724734	139.654126			03-5318-5041	アニメ制作会社	エエライン	アニメ制作会社アニメフレンドの撮影出身の橋本和典が、制作やプロデューサーを経て2000年12月に設立したアニメ制作会社。	http://a-line.tokyo/			ナカノク	エ	1	13	19	2
75	完了	東京都	中野区	スタジオエル	165-0031	東京都中野区上鷺宮5-7-4	エルビル	35.727408	139.628457	"https://www.google.co.jp/maps/@35.7272722,139.6284991,3a,90y,334.69h,109.34t/data=!3m4!1e1!3m2!1sEmeqqVJTUUaBqTvYAq3g-w!2e0?hl=ja"		03-5987-5171	アニメ制作会社	スタシオエル	グロス請けを中心に活動しているアニメ制作会社。1961年に設立したレオ・プロダクションを前身に1988年設立。	http://www.studioelle.jp/			ナカノク	ス	1	13	19	2
76	完了	東京都	杉並区	パインジャム	166-0001	東京都杉並区阿佐谷北1-46-4	友和ビル3～4F	35.710080	139.635684			03-5356-5225	アニメ制作会社	ハインシャム	エイトビットの元プロデューサーである向峠和喜により2015年7月3日に設立されたアニメ制作会社。<br />初の元請制作作品は、2016年の『魔法少女なんてもういいですから。』。<br />代表作は、<br />『ゲーマーズ！』、<br />『Just Because!』、<br />『グレイプニル』<br />など。	http://pinejam.jp/			スギナミク	ハ	1	13	12	2
77	完了	東京都	杉並区	サテライト	166-0004	東京都杉並区阿佐谷南1-34-6	"新東京会館2,4,6～7F"	35.701512	139.636217			03-5305-5890	アニメ制作会社	サテライト	1995年12月設立のデジタルアニメ制作に特化したアニメ制作会社。<br />1993年にグループ・タックと北海道札幌市のソフトウェア開発会社ビー・ユー・ジーが共同で制作した世界初のフルCGによるテレビアニメシリーズ『ビット・ザ・キューピッド』において、デジタルパートを担当したビー・ユー・ジーの子会社バイスのサテライト事業部が前身で、当作品のヒットにより、サテライト事業部は1995年にバイスより独立。ビー・ユー・ジーの経理出身の佐藤道明が代表取締役となって「株式会社サテライト」を設立。<br />1996年にはグループ・タック制作の『イーハトーブ幻想～KENjIの春』のCGパートを担当。<br />1998年に東京都杉並区に制作スタジオを設立。<br />その後、2001年にはビー・ユー・ジー傘下よりも独立し、リンクキューブ社が資本参加。リンクキューブ社のCEOである内田善之が会長に就任。<br />同年には、初の元請制作作品である『地球少女アルジュナ』を制作。<br />2003年にメカデザイナーでアニメ監督の河森正治が取締役に就任。<br />2006年には、パチンコ機メーカーのSANKYOと資本提携して系列下に入り（非連結子会社）、本社を北海道札幌市から東京都杉並区へ移転。以降はパチンコ機種の演出映像制作も手がけることとなる。<br />社名の由来は、Sapporo、Animate、Technology、Entertainmentの頭文字から。	http://www.satelight.co.jp/			スギナミク	サ	1	13	12	2
78	完了	東京都	杉並区	パッショーネ	166-0004	東京都杉並区阿佐谷南3-12-5	第五南開ビル	35.702810	139.628607				アニメ制作会社	ハッショウネ	アニメ制作会社。2011年1月26日設立。<br />代表作は、<br />『六花の勇者』、<br />『ひなこのーと』、<br />『citrus』、<br />『ハイスクールD×D HERO』、<br />『女子高生の無駄づかい』、<br />『異種族レビュアーズ』<br />など。				スギナミク	ハ	1	13	12	2
79	完了	東京都	杉並区	CloverWorks	166-0011	東京都杉並区梅里1-7-7	新高円寺ツインビル3F	35.697427	139.648708				アニメ制作会社	クロオバアワアクス	元「A-1 Pictures 高円寺スタジオ」で、2018年10月にA-1 Picturesより新設分割されたアニメーション制作スタジオ。<br />代表作は、<br />『ダーリン・イン・ザ・フランキス』、<br />『青春ブタ野郎はバニーガール先輩の夢を見ない』、<br />『約束のネバーランド』、<br />『Fate/Grand Order -絶対魔獣戦線バビロニア-』<br />など。	https://a1p.jp/			スギナミク	ク	1	13	12	2
80	完了	東京都	杉並区	A-1 Pictures（本社、阿佐ヶ谷スタジオ）	166-0015	東京都杉並区成田東4-38-18		35.698582	139.636681	"https://www.google.co.jp/maps/@35.6985496,139.6368716,3a,90y,284.09h,116.97t/data=!3m4!1e1!3m2!1s4jcHAUPuEpbeWd4sB8DTBw!2e0?hl=ja"		03-5929-2351	アニメ制作会社	エエワンヒクチャアス	アニメ制作会社。2005年5月9日設立。<br />代表作は、<br />『ぜんまいざむらい』<br />『おおきく振りかぶって』<br />『鉄腕バーディー DECODE』<br />『黒執事』<br />『WORKING!!』<br />『かんなぎ』<br />『ソ・ラ・ノ・ヲ・ト』<br />『世紀末オカルト学院』<br />『あの日見た花の名前を僕達はまだ知らない。』<br />『俺の妹がこんなに可愛いわけがない。』<br />『青の祓魔師』<br />『宇宙兄弟』<br />『マギ』<br />など。	https://a1p.jp/			スギナミク	エ	1	13	12	2
81	完了	東京都	杉並区	ゼロジー	167-0021	東京都杉並区井草1-2-10	井草ビル1F	35.723994	139.625226				アニメ制作会社	セロシイ	アニメ監督の根岸弘が、2011年6月2日に設立したアニメ制作会社。<br />根岸が、脚本家のあかほりさとる、マンガ家の伊東岳彦と共に企画したOVA作品『KO世紀ビースト三獣士』の制作スタッフ募集のために1991年に創業した有限会社ゼロ・G・ルームが、版権管理を目的に設立した株式会社ラディクスへの吸収合併（2001年）、次いでウェッジホールディングスによる子会社化（2005年）および吸収合併によって解散した後、前述のラディクスがモバニメーションと合併した株式会社ラディクスモバニメーションが所有していたすべてのアニメ関連の権利を取得。<br />初の元請制作作品は『バッテリー』（2016年）。	http://zerog2.jp/			スギナミク	セ	1	13	12	2
82	完了	東京都	杉並区	ボンズ	167-0021	東京都杉並区井草3-8-3		35.725034	139.615307				アニメ制作会社	ホンス	サンライズ第2スタジオのスタッフが独立して1998年10月に設立したアニメ制作会社。<br />設立当初は引き続き第2スタジオでサンライズ作品の制作を請け負っていたが、2000年の『機巧奇傳ヒヲウ戦記』で初の元請制作。<br />代表作は、<br />『ラーゼフォン』、<br />『WOLF'S RAIN』、<br />『鋼の錬金術師』、<br />『交響詩篇エウレカセブン』、<br />『HEROMAN』、<br />『STAR DRIVER 輝きのタクト』、<br />『絶園のテンペスト』、<br />『ノラガミ』、<br />『スペース☆ダンディ』、<br />『キャプテン・アース』、<br />『棺姫のチャイカ』、<br />『文豪ストレイドッグス』、<br />『モブサイコ100』、<br />『僕のヒーローアカデミア』、<br />『血界戦線 & BEYOND』、<br />『ひそねとまそたん』、<br />『キャロル&チューズデイ』<br />など。	https://www.bones.co.jp/			スギナミク	ホ	1	13	12	2
83	完了	東京都	杉並区	シャフト	167-0023 	東京都杉並区上井草1-29-15		35.724492	139.612166	"https://www.google.co.jp/maps/@35.7245627,139.6120582,3a,90y,134.17h,103.42t/data=!3m4!1e1!3m2!1sRr8snnI0TjqxYy8H3kaZeg!2e0?hl=ja"		03-3394-0696	アニメ制作会社	シャフト	虫プロダクション出身の若尾博司が、1975年9月1日に仕上げ専門の会社「有限会社シャフト」として設立し、同年設立のスタジオディーンや、シンエイ動画、日本サンライズなどの仕上げ作業を請け負っていた。<br />1980年代前半からはグロス請けを扱い始め、仕上スタジオからアニメ制作スタジオへ転換。<br />1987年の『夢から、さめない』で初の元請制作。1995年に初の自社企画によるテレビシリーズ『十二戦支 爆烈エトレンジャー』を制作。<br />2000～2001年発売の『トップをねらえ！』のDVD映像特典である短編アニメのグロス請け制作をきっかけに、2001年から2005年にかけてガイナックスとの共同名義で作品を制作。<br />2000年代に入ってデジタル制作に移行し、VFX・デジタル撮影部門を設立。<br />2004年にシャフト仕上部出身のプロデューサーである久保田光俊が代表取締役に就任。<br />2004年の『月詠 -MOON PHASE-』以降、新房昭之監督がシャフトを制作拠点として数多くの作品を制作しており、2011年制作の『魔法少女まどか☆マギカ』は記録的なヒットとなり、『化物語』をはじめとする西尾維新の著作を映像化する「西尾維新アニメプロジェクト」作品でも知られている。<br />2015年に株式会社に改組。	http://www.shaft-web.co.jp/			スギナミク	シ	1	13	12	2
84	完了	東京都	杉並区	サンライズ 本社	167-0023	東京都杉並区上井草2-44-10		35.725047	139.604967	"https://www.google.co.jp/maps/@35.7249139,139.6048806,3a,90y,40.44h,105.85t/data=!3m4!1e1!3m2!1sU-gp8Xk-p0NQnDWC-WQ6DQ!2e0?hl=ja"			アニメ制作会社	サンライスホンシャ	アニメ制作会社。	http://www.sunrise-inc.co.jp/			スギナミク	サ	1	13	12	2
85	完了	東京都	杉並区	ブリッジ	167-0023	東京都杉並区上井草3-9-1		35.718347	139.601791	"https://www.google.co.jp/maps/@35.7182613,139.602047,3a,48.8y,290.13h,98.88t/data=!3m4!1e1!3m2!1sLOkft8koqUcN8masv-JDIg!2e0?hl=ja"			アニメ制作会社	フリッシ	サンライズ第6スタジオを母体として2007年8月10日に設立されたアニメ制作会社。<br />代表作は、<br />『みつどもえ』、<br />『DEVIL SURVIVOR 2 the ANIMATION』、<br />『ノブナガン』、<br />『王室教師ハイネ』<br />など。	http://www.bridge-inc.co.jp/		ストリートビュー確認できず。	スギナミク	フ	1	13	12	2
86	完了	東京都	杉並区	Studio五組	167-0031	東京都杉並区本天沼2-47-17	第一榎本ビル	35.716691	139.625487	"https://www.google.co.jp/maps/@35.717038,139.6255379,3a,41y,229.61h,92.16t/data=!3m4!1e1!3m2!1sfMTyejlIvXEiTZSoO0wBeg!2e0?hl=ja"		03-6915-0593	アニメ制作会社	スタシオコクミ	GONZO第5スタジオのスタッフが独立して設立したアニメ制作会社。<br />代表作は、<br />『Aチャンネル』、<br />『咲-Saki-阿知賀編 episode of side-A』、<br />『この中に1人、妹がいる！』、<br />『きんいろモザイク』、<br />『結城友奈は勇者である』、<br />『刀使ノ巫女』、<br />『ラーメン大好き小泉さん』、<br />『えんどろ～！』、<br />『群れなせ！シートン学園』<br />など。	http://www.gokumi.co.jp/			スギナミク	ス	1	13	12	2
87	完了	東京都	杉並区	ufotable	167-0031	東京都杉並区本天沼2-47-17	第ニ榎本ビル	35.716786	139.625204			03-5318-1539	アニメ制作会社	ユウフォテエフル	東京ムービー新社、テレコム・アニメーションフィルムにて制作進行を努め、その後、映像コンテンツ会社のステップ映像で制作プロデューサーを務めた近藤光が独立し、当初は北池袋のマンションから活動を開始して2000年10月に法人化。<br /><br />社名の由来は、「UFOテーブル」という家具から。<br />代表作は、<br />『ヴァイスクロイツ グリーエン』、<br />『住めば都のコスモス荘 すっとこ大戦ドッコイダー』、<br />『ニニンがシノブ伝』、<br />『フタコイ オルタナティブ』、<br />『コヨーテ ラグタイムショー』、<br />『がくえんゆーとぴあ まなびストレート』、<br />『Fate/Zero』、<br />『空の境界』、<br />『Fate/stay night[UBW]』、<br />『鬼滅の刃』<br />など。	http://www.ufotable.com/			スギナミク	ユ	1	13	12	2
88	完了	東京都	杉並区	MAPPA	167-0032	東京都杉並区天沼2-3-9	朝日生命杉並ビル9F	35.705024	139.624150				アニメ制作会社	マッハ	元マッドハウス取締役社長・丸山正雄が2011年6月14日に設立したアニメ制作会社。<br />社名の由来は、Maruyama Animation Produce Project Associationの頭文字から。<br />最初に手がけた作品は、手塚プロダクションとの共同制作である『坂道のアポロン』（2012年）。<br />長編アニメーション映画『この世界の片隅に』（2016年）は、第40回日本アカデミー賞最優秀アニメーション作品賞を受賞。<br />2018年4月2日には、人材育成を目的に仙台市にスタジオを開設。	http://mappa.co.jp/			スギナミク	マ	1	13	12	2
89	完了	東京都	杉並区	WHITE FOX	167-0032	東京都杉並区天沼3-2-2	荻窪勧業ビル4F	35.705434	139.622165			03-5347-9810	アニメ制作会社	ホワイトフォックスオキクホスタシオ	アニメ制作会社OLMのプロデューサーだった岩佐岳が独立して2007年4月に設立したアニメ制作会社。<br />代表作は、<br />『ティアーズ・トゥ・ティアラ』<br />『刀語』<br />『STEINS;GATE』<br />『ヨルムンガンド』<br />『はたらく魔王さま！』<br />『ご注文はうさぎですか？』<br />『Re:ゼロから始める異世界生活』<br />『シュタインズ・ゲート ゼロ』<br />『ゴブリンスレイヤー』<br />『慎重勇者〜この勇者が俺TUEEEくせに慎重すぎる〜』<br />など。	http://www.w-fox.co.jp/			スギナミク	ホ	1	13	12	2
		東京都	杉並区	スタジオ地図	167-0032	東京都杉並区天沼3-3-3	澁澤荻窪ビルディング	35.705747	139.620581				アニメ制作会社	スタジオチズ	正式名称は株式会社地図。<br />プロデューサーの齋藤優一郎がマッドハウスを退社し、『時をかける少女』、『サマーウォーズ』でタッグを組んだ細田守監督と共に2011年4月に設立した制作会社。<br />スタジオ初の企画・制作作品は2012年公開の『おおかみこどもの雨と雪』。<br />2015年の『バケモノの子』、2018年の『未来のミライ』、2021年の『竜とそばかすの姫』と、細田監督作品を制作している。				スギナミク	ス	1	13	12	2
90	完了	東京都	杉並区	Nexus	167-0033	東京都杉並区清水1-8-4	タガミサンビューティビル3F	35.709290	139.617821				アニメ制作会社	ネクサス	A-1 Pictures出身の中村浩士が2012年に設立したアニメ制作会社。<br />初の元請制作作品は2014年の『サンタ・カンパニー』。<br />代表作は、<br />『こみっくがーるず』、<br />『グランベルム』、<br />『ダーウィンズゲーム』<br />など。				スギナミク	ネ	1	13	12	2
